base_year,base_month,city,emd_cd,emd_nm,sex,resid_reg_pop,foreign_pop,total_pop,base_year_month
2018,1,제주시,50110590,건입동,남성+여성,9800,228,10028,2018년 1월
2018,2,제주시,50110590,건입동,남성+여성,9814,224,10038,2018년 2월
2018,3,제주시,50110590,건입동,남성+여성,9783,222,10005,2018년 3월
2018,4,제주시,50110590,건입동,남성+여성,9788,229,10017,2018년 4월
2018,5,제주시,50110590,건입동,남성+여성,9800,238,10038,2018년 5월
2018,6,제주시,50110590,건입동,남성+여성,9782,249,10031,2018년 6월
2018,7,제주시,50110590,건입동,남성+여성,9775,258,10033,2018년 7월
2018,8,제주시,50110590,건입동,남성+여성,9756,264,10020,2018년 8월
2018,9,제주시,50110590,건입동,남성+여성,9729,263,9992,2018년 9월
2018,10,제주시,50110590,건입동,남성+여성,9702,251,9953,2018년 10월
2018,11,제주시,50110590,건입동,남성+여성,9658,248,9906,2018년 11월
2018,12,제주시,50110590,건입동,남성+여성,9610,247,9857,2018년 12월
2019,1,제주시,50110590,건입동,남성+여성,9506,254,9760,2019년 1월
2019,2,제주시,50110590,건입동,남성+여성,9457,256,9713,2019년 2월
2019,3,제주시,50110590,건입동,남성+여성,9456,255,9711,2019년 3월
2019,4,제주시,50110590,건입동,남성+여성,9463,254,9717,2019년 4월
2019,5,제주시,50110590,건입동,남성+여성,9419,254,9673,2019년 5월
2019,6,제주시,50110590,건입동,남성+여성,9417,259,9676,2019년 6월
2019,7,제주시,50110590,건입동,남성+여성,9408,260,9668,2019년 7월
2019,8,제주시,50110590,건입동,남성+여성,9380,260,9640,2019년 8월
2019,9,제주시,50110590,건입동,남성+여성,9380,263,9643,2019년 9월
2019,10,제주시,50110590,건입동,남성+여성,9359,261,9620,2019년 10월
2019,11,제주시,50110590,건입동,남성+여성,9335,252,9587,2019년 11월
2019,12,제주시,50110590,건입동,남성+여성,9311,260,9571,2019년 12월
2020,1,제주시,50110590,건입동,남성+여성,9230,266,9496,2020년 1월
2020,2,제주시,50110590,건입동,남성+여성,9209,273,9482,2020년 2월
2020,3,제주시,50110590,건입동,남성+여성,9202,263,9465,2020년 3월
2020,4,제주시,50110590,건입동,남성+여성,9170,250,9420,2020년 4월
2020,5,제주시,50110590,건입동,남성+여성,9164,245,9409,2020년 5월
2020,6,제주시,50110590,건입동,남성+여성,9150,246,9396,2020년 6월
2020,7,제주시,50110590,건입동,남성+여성,9136,244,9380,2020년 7월
2020,8,제주시,50110590,건입동,남성+여성,9116,240,9356,2020년 8월
2020,9,제주시,50110590,건입동,남성+여성,9101,235,9336,2020년 9월
2020,10,제주시,50110590,건입동,남성+여성,9110,239,9349,2020년 10월
2020,11,제주시,50110590,건입동,남성+여성,9101,236,9337,2020년 11월
2020,12,제주시,50110590,건입동,남성+여성,9091,234,9325,2020년 12월
2021,1,제주시,50110590,건입동,남성+여성,9042,237,9279,2021년 1월
2021,2,제주시,50110590,건입동,남성+여성,8984,231,9215,2021년 2월
2021,3,제주시,50110590,건입동,남성+여성,8917,231,9148,2021년 3월
2021,4,제주시,50110590,건입동,남성+여성,8922,226,9148,2021년 4월
2021,5,제주시,50110590,건입동,남성+여성,8900,227,9127,2021년 5월
2021,6,제주시,50110590,건입동,남성+여성,8883,227,9110,2021년 6월
2018,1,제주시,50110256,구좌읍,남성+여성,15574,552,16126,2018년 1월
2018,2,제주시,50110256,구좌읍,남성+여성,15610,553,16163,2018년 2월
2018,3,제주시,50110256,구좌읍,남성+여성,15596,552,16148,2018년 3월
2018,4,제주시,50110256,구좌읍,남성+여성,15608,550,16158,2018년 4월
2018,5,제주시,50110256,구좌읍,남성+여성,15645,559,16204,2018년 5월
2018,6,제주시,50110256,구좌읍,남성+여성,15672,589,16261,2018년 6월
2018,7,제주시,50110256,구좌읍,남성+여성,15715,601,16316,2018년 7월
2018,8,제주시,50110256,구좌읍,남성+여성,15677,608,16285,2018년 8월
2018,9,제주시,50110256,구좌읍,남성+여성,15685,611,16296,2018년 9월
2018,10,제주시,50110256,구좌읍,남성+여성,15669,617,16286,2018년 10월
2018,11,제주시,50110256,구좌읍,남성+여성,15654,620,16274,2018년 11월
2018,12,제주시,50110256,구좌읍,남성+여성,15670,613,16283,2018년 12월
2019,1,제주시,50110256,구좌읍,남성+여성,15574,610,16184,2019년 1월
2019,2,제주시,50110256,구좌읍,남성+여성,15633,606,16239,2019년 2월
2019,3,제주시,50110256,구좌읍,남성+여성,15601,624,16225,2019년 3월
2019,4,제주시,50110256,구좌읍,남성+여성,15627,662,16289,2019년 4월
2019,5,제주시,50110256,구좌읍,남성+여성,15641,665,16306,2019년 5월
2019,6,제주시,50110256,구좌읍,남성+여성,15650,661,16311,2019년 6월
2019,7,제주시,50110256,구좌읍,남성+여성,15642,669,16311,2019년 7월
2019,8,제주시,50110256,구좌읍,남성+여성,15661,670,16331,2019년 8월
2019,9,제주시,50110256,구좌읍,남성+여성,15651,672,16323,2019년 9월
2019,10,제주시,50110256,구좌읍,남성+여성,15605,669,16274,2019년 10월
2019,11,제주시,50110256,구좌읍,남성+여성,15556,658,16214,2019년 11월
2019,12,제주시,50110256,구좌읍,남성+여성,15589,643,16232,2019년 12월
2020,1,제주시,50110256,구좌읍,남성+여성,15549,654,16203,2020년 1월
2020,2,제주시,50110256,구좌읍,남성+여성,15554,648,16202,2020년 2월
2020,3,제주시,50110256,구좌읍,남성+여성,15514,625,16139,2020년 3월
2020,4,제주시,50110256,구좌읍,남성+여성,15433,618,16051,2020년 4월
2020,5,제주시,50110256,구좌읍,남성+여성,15452,614,16066,2020년 5월
2020,6,제주시,50110256,구좌읍,남성+여성,15466,611,16077,2020년 6월
2020,7,제주시,50110256,구좌읍,남성+여성,15499,602,16101,2020년 7월
2020,8,제주시,50110256,구좌읍,남성+여성,15524,594,16118,2020년 8월
2020,9,제주시,50110256,구좌읍,남성+여성,15531,597,16128,2020년 9월
2020,10,제주시,50110256,구좌읍,남성+여성,15546,595,16141,2020년 10월
2020,11,제주시,50110256,구좌읍,남성+여성,15557,596,16153,2020년 11월
2020,12,제주시,50110256,구좌읍,남성+여성,15546,583,16129,2020년 12월
2021,1,제주시,50110256,구좌읍,남성+여성,15512,587,16099,2021년 1월
2021,2,제주시,50110256,구좌읍,남성+여성,15530,583,16113,2021년 2월
2021,3,제주시,50110256,구좌읍,남성+여성,15412,573,15985,2021년 3월
2021,4,제주시,50110256,구좌읍,남성+여성,15425,566,15991,2021년 4월
2021,5,제주시,50110256,구좌읍,남성+여성,15402,561,15963,2021년 5월
2021,6,제주시,50110256,구좌읍,남성+여성,15401,554,15955,2021년 6월
2018,1,서귀포시,50130253,남원읍,남성+여성,19112,628,19740,2018년 1월
2018,2,서귀포시,50130253,남원읍,남성+여성,19142,635,19777,2018년 2월
2018,3,서귀포시,50130253,남원읍,남성+여성,19178,628,19806,2018년 3월
2018,4,서귀포시,50130253,남원읍,남성+여성,19203,633,19836,2018년 4월
2018,5,서귀포시,50130253,남원읍,남성+여성,19252,638,19890,2018년 5월
2018,6,서귀포시,50130253,남원읍,남성+여성,19250,680,19930,2018년 6월
2018,7,서귀포시,50130253,남원읍,남성+여성,19190,700,19890,2018년 7월
2018,8,서귀포시,50130253,남원읍,남성+여성,19173,704,19877,2018년 8월
2018,9,서귀포시,50130253,남원읍,남성+여성,19150,724,19874,2018년 9월
2018,10,서귀포시,50130253,남원읍,남성+여성,19099,732,19831,2018년 10월
2018,11,서귀포시,50130253,남원읍,남성+여성,19094,728,19822,2018년 11월
2018,12,서귀포시,50130253,남원읍,남성+여성,19038,740,19778,2018년 12월
2019,1,서귀포시,50130253,남원읍,남성+여성,19032,761,19793,2019년 1월
2019,2,서귀포시,50130253,남원읍,남성+여성,19020,762,19782,2019년 2월
2019,3,서귀포시,50130253,남원읍,남성+여성,19035,762,19797,2019년 3월
2019,4,서귀포시,50130253,남원읍,남성+여성,19086,770,19856,2019년 4월
2019,5,서귀포시,50130253,남원읍,남성+여성,19126,770,19896,2019년 5월
2019,6,서귀포시,50130253,남원읍,남성+여성,19125,790,19915,2019년 6월
2019,7,서귀포시,50130253,남원읍,남성+여성,19098,800,19898,2019년 7월
2019,8,서귀포시,50130253,남원읍,남성+여성,19109,799,19908,2019년 8월
2019,9,서귀포시,50130253,남원읍,남성+여성,19049,811,19860,2019년 9월
2019,10,서귀포시,50130253,남원읍,남성+여성,18990,811,19801,2019년 10월
2019,11,서귀포시,50130253,남원읍,남성+여성,18936,815,19751,2019년 11월
2019,12,서귀포시,50130253,남원읍,남성+여성,18905,802,19707,2019년 12월
2020,1,서귀포시,50130253,남원읍,남성+여성,18864,798,19662,2020년 1월
2020,2,서귀포시,50130253,남원읍,남성+여성,18854,798,19652,2020년 2월
2020,3,서귀포시,50130253,남원읍,남성+여성,18824,791,19615,2020년 3월
2020,4,서귀포시,50130253,남원읍,남성+여성,18813,771,19584,2020년 4월
2020,5,서귀포시,50130253,남원읍,남성+여성,18758,757,19515,2020년 5월
2020,6,서귀포시,50130253,남원읍,남성+여성,18754,752,19506,2020년 6월
2020,7,서귀포시,50130253,남원읍,남성+여성,18762,743,19505,2020년 7월
2020,8,서귀포시,50130253,남원읍,남성+여성,18752,737,19489,2020년 8월
2020,9,서귀포시,50130253,남원읍,남성+여성,18734,729,19463,2020년 9월
2020,10,서귀포시,50130253,남원읍,남성+여성,18744,715,19459,2020년 10월
2020,11,서귀포시,50130253,남원읍,남성+여성,18757,715,19472,2020년 11월
2020,12,서귀포시,50130253,남원읍,남성+여성,18766,703,19469,2020년 12월
2021,1,서귀포시,50130253,남원읍,남성+여성,18756,696,19452,2021년 1월
2021,2,서귀포시,50130253,남원읍,남성+여성,18751,686,19437,2021년 2월
2021,3,서귀포시,50130253,남원읍,남성+여성,18704,680,19384,2021년 3월
2021,4,서귀포시,50130253,남원읍,남성+여성,18729,661,19390,2021년 4월
2021,5,서귀포시,50130253,남원읍,남성+여성,18702,654,19356,2021년 5월
2021,6,서귀포시,50130253,남원읍,남성+여성,18717,637,19354,2021년 6월
2018,1,제주시,50110660,노형동,남성+여성,53369,1589,54958,2018년 1월
2018,2,제주시,50110660,노형동,남성+여성,53369,1664,55033,2018년 2월
2018,3,제주시,50110660,노형동,남성+여성,53317,1683,55000,2018년 3월
2018,4,제주시,50110660,노형동,남성+여성,53368,1770,55138,2018년 4월
2018,5,제주시,50110660,노형동,남성+여성,53472,1973,55445,2018년 5월
2018,6,제주시,50110660,노형동,남성+여성,53568,2012,55580,2018년 6월
2018,7,제주시,50110660,노형동,남성+여성,53580,2038,55618,2018년 7월
2018,8,제주시,50110660,노형동,남성+여성,53655,2040,55695,2018년 8월
2018,9,제주시,50110660,노형동,남성+여성,53719,2040,55759,2018년 9월
2018,10,제주시,50110660,노형동,남성+여성,53835,2173,56008,2018년 10월
2018,11,제주시,50110660,노형동,남성+여성,53902,2197,56099,2018년 11월
2018,12,제주시,50110660,노형동,남성+여성,54002,2221,56223,2018년 12월
2019,1,제주시,50110660,노형동,남성+여성,53961,2252,56213,2019년 1월
2019,2,제주시,50110660,노형동,남성+여성,53859,2247,56106,2019년 2월
2019,3,제주시,50110660,노형동,남성+여성,53818,2287,56105,2019년 3월
2019,4,제주시,50110660,노형동,남성+여성,53772,2504,56276,2019년 4월
2019,5,제주시,50110660,노형동,남성+여성,53805,2514,56319,2019년 5월
2019,6,제주시,50110660,노형동,남성+여성,53800,2510,56310,2019년 6월
2019,7,제주시,50110660,노형동,남성+여성,53830,2438,56268,2019년 7월
2019,8,제주시,50110660,노형동,남성+여성,53953,2380,56333,2019년 8월
2019,9,제주시,50110660,노형동,남성+여성,53953,2463,56416,2019년 9월
2019,10,제주시,50110660,노형동,남성+여성,54095,2432,56527,2019년 10월
2019,11,제주시,50110660,노형동,남성+여성,54223,2409,56632,2019년 11월
2019,12,제주시,50110660,노형동,남성+여성,54222,2389,56611,2019년 12월
2020,1,제주시,50110660,노형동,남성+여성,54148,2400,56548,2020년 1월
2020,2,제주시,50110660,노형동,남성+여성,54244,2392,56636,2020년 2월
2020,3,제주시,50110660,노형동,남성+여성,54193,2353,56546,2020년 3월
2020,4,제주시,50110660,노형동,남성+여성,54254,2331,56585,2020년 4월
2020,5,제주시,50110660,노형동,남성+여성,54309,2306,56615,2020년 5월
2020,6,제주시,50110660,노형동,남성+여성,54345,2290,56635,2020년 6월
2020,7,제주시,50110660,노형동,남성+여성,54408,2272,56680,2020년 7월
2020,8,제주시,50110660,노형동,남성+여성,54517,2229,56746,2020년 8월
2020,9,제주시,50110660,노형동,남성+여성,54498,2186,56684,2020년 9월
2020,10,제주시,50110660,노형동,남성+여성,54739,2161,56900,2020년 10월
2020,11,제주시,50110660,노형동,남성+여성,54895,2138,57033,2020년 11월
2020,12,제주시,50110660,노형동,남성+여성,55087,2103,57190,2020년 12월
2021,1,제주시,50110660,노형동,남성+여성,55106,2077,57183,2021년 1월
2021,2,제주시,50110660,노형동,남성+여성,55146,2057,57203,2021년 2월
2021,3,제주시,50110660,노형동,남성+여성,55083,2072,57155,2021년 3월
2021,4,제주시,50110660,노형동,남성+여성,55222,2090,57312,2021년 4월
2021,5,제주시,50110660,노형동,남성+여성,55326,2069,57395,2021년 5월
2021,6,제주시,50110660,노형동,남성+여성,55385,2088,57473,2021년 6월
2018,1,서귀포시,50130590,대륜동,남성+여성,13473,178,13651,2018년 1월
2018,2,서귀포시,50130590,대륜동,남성+여성,13519,180,13699,2018년 2월
2018,3,서귀포시,50130590,대륜동,남성+여성,13669,182,13851,2018년 3월
2018,4,서귀포시,50130590,대륜동,남성+여성,13687,183,13870,2018년 4월
2018,5,서귀포시,50130590,대륜동,남성+여성,13743,177,13920,2018년 5월
2018,6,서귀포시,50130590,대륜동,남성+여성,13775,182,13957,2018년 6월
2018,7,서귀포시,50130590,대륜동,남성+여성,13853,185,14038,2018년 7월
2018,8,서귀포시,50130590,대륜동,남성+여성,13868,190,14058,2018년 8월
2018,9,서귀포시,50130590,대륜동,남성+여성,13903,198,14101,2018년 9월
2018,10,서귀포시,50130590,대륜동,남성+여성,13929,198,14127,2018년 10월
2018,11,서귀포시,50130590,대륜동,남성+여성,13949,199,14148,2018년 11월
2018,12,서귀포시,50130590,대륜동,남성+여성,13958,198,14156,2018년 12월
2019,1,서귀포시,50130590,대륜동,남성+여성,14143,210,14353,2019년 1월
2019,2,서귀포시,50130590,대륜동,남성+여성,14266,214,14480,2019년 2월
2019,3,서귀포시,50130590,대륜동,남성+여성,14331,209,14540,2019년 3월
2019,4,서귀포시,50130590,대륜동,남성+여성,14347,209,14556,2019년 4월
2019,5,서귀포시,50130590,대륜동,남성+여성,14364,210,14574,2019년 5월
2019,6,서귀포시,50130590,대륜동,남성+여성,14337,215,14552,2019년 6월
2019,7,서귀포시,50130590,대륜동,남성+여성,14356,213,14569,2019년 7월
2019,8,서귀포시,50130590,대륜동,남성+여성,14346,214,14560,2019년 8월
2019,9,서귀포시,50130590,대륜동,남성+여성,14353,226,14579,2019년 9월
2019,10,서귀포시,50130590,대륜동,남성+여성,14374,221,14595,2019년 10월
2019,11,서귀포시,50130590,대륜동,남성+여성,14390,221,14611,2019년 11월
2019,12,서귀포시,50130590,대륜동,남성+여성,14443,214,14657,2019년 12월
2020,1,서귀포시,50130590,대륜동,남성+여성,14477,215,14692,2020년 1월
2020,2,서귀포시,50130590,대륜동,남성+여성,14492,221,14713,2020년 2월
2020,3,서귀포시,50130590,대륜동,남성+여성,14464,214,14678,2020년 3월
2020,4,서귀포시,50130590,대륜동,남성+여성,14461,213,14674,2020년 4월
2020,5,서귀포시,50130590,대륜동,남성+여성,14467,208,14675,2020년 5월
2020,6,서귀포시,50130590,대륜동,남성+여성,14514,211,14725,2020년 6월
2020,7,서귀포시,50130590,대륜동,남성+여성,14538,212,14750,2020년 7월
2020,8,서귀포시,50130590,대륜동,남성+여성,14556,214,14770,2020년 8월
2020,9,서귀포시,50130590,대륜동,남성+여성,14571,209,14780,2020년 9월
2020,10,서귀포시,50130590,대륜동,남성+여성,14625,206,14831,2020년 10월
2020,11,서귀포시,50130590,대륜동,남성+여성,14652,202,14854,2020년 11월
2020,12,서귀포시,50130590,대륜동,남성+여성,14765,198,14963,2020년 12월
2021,1,서귀포시,50130590,대륜동,남성+여성,14826,196,15022,2021년 1월
2021,2,서귀포시,50130590,대륜동,남성+여성,14906,191,15097,2021년 2월
2021,3,서귀포시,50130590,대륜동,남성+여성,14958,188,15146,2021년 3월
2021,4,서귀포시,50130590,대륜동,남성+여성,15033,190,15223,2021년 4월
2021,5,서귀포시,50130590,대륜동,남성+여성,15052,187,15239,2021년 5월
2021,6,서귀포시,50130590,대륜동,남성+여성,15084,193,15277,2021년 6월
2018,1,서귀포시,50130250,대정읍,남성+여성,21085,1518,22603,2018년 1월
2018,2,서귀포시,50130250,대정읍,남성+여성,21127,1503,22630,2018년 2월
2018,3,서귀포시,50130250,대정읍,남성+여성,21171,1499,22670,2018년 3월
2018,4,서귀포시,50130250,대정읍,남성+여성,21213,1507,22720,2018년 4월
2018,5,서귀포시,50130250,대정읍,남성+여성,21292,1524,22816,2018년 5월
2018,6,서귀포시,50130250,대정읍,남성+여성,21247,1525,22772,2018년 6월
2018,7,서귀포시,50130250,대정읍,남성+여성,21280,1514,22794,2018년 7월
2018,8,서귀포시,50130250,대정읍,남성+여성,21459,1728,23187,2018년 8월
2018,9,서귀포시,50130250,대정읍,남성+여성,21444,1713,23157,2018년 9월
2018,10,서귀포시,50130250,대정읍,남성+여성,21413,1718,23131,2018년 10월
2018,11,서귀포시,50130250,대정읍,남성+여성,21392,1727,23119,2018년 11월
2018,12,서귀포시,50130250,대정읍,남성+여성,21364,1730,23094,2018년 12월
2019,1,서귀포시,50130250,대정읍,남성+여성,21337,1746,23083,2019년 1월
2019,2,서귀포시,50130250,대정읍,남성+여성,21349,1735,23084,2019년 2월
2019,3,서귀포시,50130250,대정읍,남성+여성,21388,1727,23115,2019년 3월
2019,4,서귀포시,50130250,대정읍,남성+여성,21425,1730,23155,2019년 4월
2019,5,서귀포시,50130250,대정읍,남성+여성,21415,1721,23136,2019년 5월
2019,6,서귀포시,50130250,대정읍,남성+여성,21334,1630,22964,2019년 6월
2019,7,서귀포시,50130250,대정읍,남성+여성,21332,1612,22944,2019년 7월
2019,8,서귀포시,50130250,대정읍,남성+여성,21408,1813,23221,2019년 8월
2019,9,서귀포시,50130250,대정읍,남성+여성,21379,1783,23162,2019년 9월
2019,10,서귀포시,50130250,대정읍,남성+여성,21348,1784,23132,2019년 10월
2019,11,서귀포시,50130250,대정읍,남성+여성,21367,1784,23151,2019년 11월
2019,12,서귀포시,50130250,대정읍,남성+여성,21334,1771,23105,2019년 12월
2020,1,서귀포시,50130250,대정읍,남성+여성,21354,1784,23138,2020년 1월
2020,2,서귀포시,50130250,대정읍,남성+여성,21329,1783,23112,2020년 2월
2020,3,서귀포시,50130250,대정읍,남성+여성,21338,1768,23106,2020년 3월
2020,4,서귀포시,50130250,대정읍,남성+여성,21313,1765,23078,2020년 4월
2020,5,서귀포시,50130250,대정읍,남성+여성,21316,1737,23053,2020년 5월
2020,6,서귀포시,50130250,대정읍,남성+여성,21298,1672,22970,2020년 6월
2020,7,서귀포시,50130250,대정읍,남성+여성,21328,1631,22959,2020년 7월
2020,8,서귀포시,50130250,대정읍,남성+여성,21431,1731,23162,2020년 8월
2020,9,서귀포시,50130250,대정읍,남성+여성,21528,1735,23263,2020년 9월
2020,10,서귀포시,50130250,대정읍,남성+여성,21616,1720,23336,2020년 10월
2020,11,서귀포시,50130250,대정읍,남성+여성,21720,1708,23428,2020년 11월
2020,12,서귀포시,50130250,대정읍,남성+여성,21761,1690,23451,2020년 12월
2021,1,서귀포시,50130250,대정읍,남성+여성,21816,1687,23503,2021년 1월
2021,2,서귀포시,50130250,대정읍,남성+여성,21947,1696,23643,2021년 2월
2021,3,서귀포시,50130250,대정읍,남성+여성,21883,1687,23570,2021년 3월
2021,4,서귀포시,50130250,대정읍,남성+여성,21859,1682,23541,2021년 4월
2021,5,서귀포시,50130250,대정읍,남성+여성,21919,1678,23597,2021년 5월
2021,6,서귀포시,50130250,대정읍,남성+여성,21959,1571,23530,2021년 6월
2018,1,서귀포시,50130600,대천동,남성+여성,13160,244,13404,2018년 1월
2018,2,서귀포시,50130600,대천동,남성+여성,13253,243,13496,2018년 2월
2018,3,서귀포시,50130600,대천동,남성+여성,13348,244,13592,2018년 3월
2018,4,서귀포시,50130600,대천동,남성+여성,13351,245,13596,2018년 4월
2018,5,서귀포시,50130600,대천동,남성+여성,13358,239,13597,2018년 5월
2018,6,서귀포시,50130600,대천동,남성+여성,13358,239,13597,2018년 6월
2018,7,서귀포시,50130600,대천동,남성+여성,13511,243,13754,2018년 7월
2018,8,서귀포시,50130600,대천동,남성+여성,13524,243,13767,2018년 8월
2018,9,서귀포시,50130600,대천동,남성+여성,13563,248,13811,2018년 9월
2018,10,서귀포시,50130600,대천동,남성+여성,13626,251,13877,2018년 10월
2018,11,서귀포시,50130600,대천동,남성+여성,13616,256,13872,2018년 11월
2018,12,서귀포시,50130600,대천동,남성+여성,13675,255,13930,2018년 12월
2019,1,서귀포시,50130600,대천동,남성+여성,13659,257,13916,2019년 1월
2019,2,서귀포시,50130600,대천동,남성+여성,13612,252,13864,2019년 2월
2019,3,서귀포시,50130600,대천동,남성+여성,13652,239,13891,2019년 3월
2019,4,서귀포시,50130600,대천동,남성+여성,13649,234,13883,2019년 4월
2019,5,서귀포시,50130600,대천동,남성+여성,13659,227,13886,2019년 5월
2019,6,서귀포시,50130600,대천동,남성+여성,13722,228,13950,2019년 6월
2019,7,서귀포시,50130600,대천동,남성+여성,13724,232,13956,2019년 7월
2019,8,서귀포시,50130600,대천동,남성+여성,13758,234,13992,2019년 8월
2019,9,서귀포시,50130600,대천동,남성+여성,13800,234,14034,2019년 9월
2019,10,서귀포시,50130600,대천동,남성+여성,13804,228,14032,2019년 10월
2019,11,서귀포시,50130600,대천동,남성+여성,13759,237,13996,2019년 11월
2019,12,서귀포시,50130600,대천동,남성+여성,13785,225,14010,2019년 12월
2020,1,서귀포시,50130600,대천동,남성+여성,13756,224,13980,2020년 1월
2020,2,서귀포시,50130600,대천동,남성+여성,13790,224,14014,2020년 2월
2020,3,서귀포시,50130600,대천동,남성+여성,13757,217,13974,2020년 3월
2020,4,서귀포시,50130600,대천동,남성+여성,13839,215,14054,2020년 4월
2020,5,서귀포시,50130600,대천동,남성+여성,13819,208,14027,2020년 5월
2020,6,서귀포시,50130600,대천동,남성+여성,13820,202,14022,2020년 6월
2020,7,서귀포시,50130600,대천동,남성+여성,13826,194,14020,2020년 7월
2020,8,서귀포시,50130600,대천동,남성+여성,13829,198,14027,2020년 8월
2020,9,서귀포시,50130600,대천동,남성+여성,13816,198,14014,2020년 9월
2020,10,서귀포시,50130600,대천동,남성+여성,13890,198,14088,2020년 10월
2020,11,서귀포시,50130600,대천동,남성+여성,13986,197,14183,2020년 11월
2020,12,서귀포시,50130600,대천동,남성+여성,13921,189,14110,2020년 12월
2021,1,서귀포시,50130600,대천동,남성+여성,13900,183,14083,2021년 1월
2021,2,서귀포시,50130600,대천동,남성+여성,13909,181,14090,2021년 2월
2021,3,서귀포시,50130600,대천동,남성+여성,13858,190,14048,2021년 3월
2021,4,서귀포시,50130600,대천동,남성+여성,13878,187,14065,2021년 4월
2021,5,서귀포시,50130600,대천동,남성+여성,13908,184,14092,2021년 5월
2021,6,서귀포시,50130600,대천동,남성+여성,13865,181,14046,2021년 6월
2018,1,제주시,50110690,도두동,남성+여성,3026,98,3124,2018년 1월
