emd_nm,base_year_month,base_year_month(sub),em_cnt,em_g,pay_amt
일도1동,2020년 01월,2020년 1월,6356,22040850,659634
일도1동,2020년 02월,2020년 2월,5638,16871700,504740
일도1동,2020년 03월,2020년 3월,5899,17045250,509873
일도1동,2020년 04월,2020년 4월,5680,16343050,488898
일도1동,2020년 05월,2020년 5월,6393,18849200,563905
일도1동,2020년 06월,2020년 6월,6109,18194950,544319
일도1동,2020년 07월,2020년 7월,6972,19485950,582836
일도1동,2020년 08월,2020년 8월,6910,17930600,536197
일도1동,2020년 09월,2020년 9월,6510,17142050,512673
일도1동,2020년 10월,2020년 10월,6689,17780350,531752
일도1동,2020년 11월,2020년 11월,6021,18145450,542831
일도1동,2020년 12월,2020년 12월,5743,16798950,502537
일도1동,2021년 01월,2021년 1월,5256,15883200,475165
일도1동,2021년 02월,2021년 2월,3763,11973600,358260
일도1동,2021년 03월,2021년 3월,5418,18107050,541869
일도1동,2021년 04월,2021년 4월,5789,18833000,563538
일도1동,2021년 05월,2021년 5월,6279,18297050,547356
일도1동,2021년 06월,2021년 6월,2707,7451200,222864
일도2동,2018년 01월,2018년 1월,67736,170627900,5102131
일도2동,2018년 02월,2018년 2월,64735,162109500,4847074
일도2동,2018년 03월,2018년 3월,72326,174844000,5218249
일도2동,2018년 04월,2018년 4월,71477,157261450,4691227
일도2동,2018년 05월,2018년 5월,78273,159126900,4744067
일도2동,2018년 06월,2018년 6월,86147,173428400,5172734
일도2동,2018년 07월,2018년 7월,105732,214415150,6393188
일도2동,2018년 08월,2018년 8월,100784,200952900,5993385
일도2동,2018년 09월,2018년 9월,92223,172179500,5133574
일도2동,2018년 10월,2018년 10월,83124,156822250,4831648
일도2동,2018년 11월,2018년 11월,76286,158478500,4727153
일도2동,2018년 12월,2018년 12월,74600,175021800,5223780
일도2동,2019년 01월,2019년 1월,71783,167320100,4994111
일도2동,2019년 02월,2019년 2월,69010,164367100,4905669
일도2동,2019년 03월,2019년 3월,69530,158011550,4713792
일도2동,2019년 04월,2019년 4월,69104,146303100,4365368
일도2동,2019년 05월,2019년 5월,78561,156256950,4668204
일도2동,2019년 06월,2019년 6월,84680,161594150,4826798
일도2동,2019년 07월,2019년 7월,95426,186412550,5568619
일도2동,2019년 08월,2019년 8월,94476,175443050,5239807
일도2동,2019년 09월,2019년 9월,88184,159734600,4770119
일도2동,2019년 10월,2019년 10월,80858,138858500,4145518
일도2동,2019년 11월,2019년 11월,76358,145292200,4339782
일도2동,2019년 12월,2019년 12월,73379,158402800,4733854
일도2동,2020년 01월,2020년 1월,75178,168618250,5039814
일도2동,2020년 02월,2020년 2월,70367,153378350,4583854
일도2동,2020년 03월,2020년 3월,76929,159747800,4773211
일도2동,2020년 04월,2020년 4월,71736,139834000,4177087
일도2동,2020년 05월,2020년 5월,82689,153382400,4580837
일도2동,2020년 06월,2020년 6월,77662,143034450,4271612
일도2동,2020년 07월,2020년 7월,97295,172874500,5161982
일도2동,2020년 08월,2020년 8월,97928,175090900,5228381
일도2동,2020년 09월,2020년 9월,86260,145286600,4337115
일도2동,2020년 10월,2020년 10월,84532,145502700,4344056
일도2동,2020년 11월,2020년 11월,75497,140298500,4190167
일도2동,2020년 12월,2020년 12월,75320,155449300,4644754
일도2동,2021년 01월,2021년 1월,69020,145053150,4334324
일도2동,2021년 02월,2021년 2월,56372,118399850,3537788
일도2동,2021년 03월,2021년 3월,65689,134650500,4023160
일도2동,2021년 04월,2021년 4월,69143,131462200,3926732
일도2동,2021년 05월,2021년 5월,79927,147183350,4395535
일도2동,2021년 06월,2021년 6월,84360,147438200,4402149
정방동,2018년 01월,2018년 1월,6692,26958250,807070
정방동,2018년 02월,2018년 2월,6008,24809550,742786
정방동,2018년 03월,2018년 3월,7938,30101650,901035
정방동,2018년 04월,2018년 4월,6785,25834000,773339
정방동,2018년 05월,2018년 5월,6979,26162450,783145
정방동,2018년 06월,2018년 6월,7339,26452950,791746
정방동,2018년 07월,2018년 7월,8115,27829500,832917
정방동,2018년 08월,2018년 8월,7117,24580550,735655
정방동,2018년 09월,2018년 9월,7593,25362200,758984
정방동,2018년 10월,2018년 10월,7665,25386200,759665
정방동,2018년 11월,2018년 11월,7367,25079050,750490
정방동,2018년 12월,2018년 12월,7479,28103850,841282
정방동,2019년 01월,2019년 1월,4886,18802750,562881
정방동,2019년 02월,2019년 2월,3450,12873000,385341
정방동,2019년 03월,2019년 3월,1988,7155900,214178
정방동,2019년 04월,2019년 4월,1970,6699850,200520
정방동,2019년 05월,2019년 5월,5802,19278900,576919
정방동,2019년 06월,2019년 6월,7263,25376350,759474
정방동,2019년 07월,2019년 7월,8598,30868450,923935
정방동,2019년 08월,2019년 8월,8613,29941650,896039
정방동,2019년 09월,2019년 9월,8079,26725050,799786
정방동,2019년 10월,2019년 10월,7776,26476800,792364
정방동,2019년 11월,2019년 11월,7162,25792200,771992
정방동,2019년 12월,2019년 12월,5959,24014250,718945
정방동,2020년 01월,2020년 1월,5893,24773550,741728
정방동,2020년 02월,2020년 2월,5570,21198250,634594
정방동,2020년 03월,2020년 3월,6123,21544300,644791
정방동,2020년 04월,2020년 4월,5846,19841800,593800
정방동,2020년 05월,2020년 5월,6134,20607000,616651
정방동,2020년 06월,2020년 6월,5293,17835950,533815
정방동,2020년 07월,2020년 7월,4078,13353050,399586
정방동,2020년 08월,2020년 8월,7844,25730750,769978
정방동,2020년 09월,2020년 9월,6722,20482100,612778
정방동,2020년 10월,2020년 10월,6135,20256550,606171
정방동,2020년 11월,2020년 11월,6005,22145800,662867
정방동,2020년 12월,2020년 12월,6890,24757700,735794
정방동,2021년 01월,2021년 1월,6087,21318250,633228
정방동,2021년 02월,2021년 2월,5692,20680400,613167
정방동,2021년 03월,2021년 3월,6349,23135350,685425
정방동,2021년 04월,2021년 4월,6401,21122400,625580
정방동,2021년 05월,2021년 5월,6612,22329500,660973
정방동,2021년 06월,2021년 6월,6864,21580950,645614
조천읍,2019년 11월,2019년 11월,1024,3136800,93841
조천읍,2019년 12월,2019년 12월,5650,19805800,592629
조천읍,2020년 01월,2020년 1월,10538,33574800,1003044
조천읍,2020년 02월,2020년 2월,11046,33456300,999864
조천읍,2020년 03월,2020년 3월,14303,41512450,1241600
조천읍,2020년 04월,2020년 4월,14120,38425250,1149271
조천읍,2020년 05월,2020년 5월,17139,47353700,1416464
조천읍,2020년 06월,2020년 6월,20172,51258650,1532897
조천읍,2020년 07월,2020년 7월,27477,69350400,2073947
조천읍,2020년 08월,2020년 8월,29281,77823096,2312179
조천읍,2020년 09월,2020년 9월,24718,55652450,1663711
조천읍,2020년 10월,2020년 10월,23921,54787850,1637863
조천읍,2020년 11월,2020년 11월,21115,51482850,1539307
조천읍,2020년 12월,2020년 12월,21164,52436150,1567977
조천읍,2021년 01월,2021년 1월,21511,53697250,1605674
조천읍,2021년 02월,2021년 2월,20543,52488300,1569766
조천읍,2021년 03월,2021년 3월,23945,59529200,1780134
조천읍,2021년 04월,2021년 4월,24691,58934750,1762148
조천읍,2021년 05월,2021년 5월,24836,58813300,1758559
조천읍,2021년 06월,2021년 6월,27732,63927750,1911187
중문동,2018년 01월,2018년 1월,17791,52591350,1509185
중문동,2018년 02월,2018년 2월,15809,47371550,1353358
중문동,2018년 03월,2018년 3월,17920,51756300,1474977
중문동,2018년 04월,2018년 4월,17538,47297550,1358122
중문동,2018년 05월,2018년 5월,19583,48752650,1396958
중문동,2018년 06월,2018년 6월,20601,50341800,1448469
중문동,2018년 07월,2018년 7월,24565,60829200,1744491
중문동,2018년 08월,2018년 8월,22807,56208150,1613352
중문동,2018년 09월,2018년 9월,20540,48113500,1379352
중문동,2018년 10월,2018년 10월,18641,42843400,1224311
중문동,2018년 11월,2018년 11월,16869,41720100,1195440
중문동,2018년 12월,2018년 12월,15818,42034050,1209837
중문동,2019년 01월,2019년 1월,16140,43175000,1245850
중문동,2019년 02월,2019년 2월,13280,36592800,1054462
중문동,2019년 03월,2019년 3월,10960,30153700,860238
중문동,2019년 04월,2019년 4월,10898,28945500,825193
중문동,2019년 05월,2019년 5월,16710,41810299,1204651
중문동,2019년 06월,2019년 6월,26735,72610590,2114013
중문동,2019년 07월,2019년 7월,28340,74250181,2168097
중문동,2019년 08월,2019년 8월,28978,77137792,2240299
중문동,2019년 09월,2019년 9월,26520,66762079,1956612
중문동,2019년 10월,2019년 10월,25393,63536085,1864706
중문동,2019년 11월,2019년 11월,23433,63947036,1880079
중문동,2019년 12월,2019년 12월,22029,65819186,1936920
중문동,2020년 01월,2020년 1월,22288,69866086,2063872
중문동,2020년 02월,2020년 2월,20652,61061781,1802421
중문동,2020년 03월,2020년 3월,23026,63941232,1885660
중문동,2020년 04월,2020년 4월,22017,59149528,1750149
중문동,2020년 05월,2020년 5월,25448,65612387,1942950
중문동,2020년 06월,2020년 6월,26003,63883576,1890148
중문동,2020년 07월,2020년 7월,26855,63118639,1869761
중문동,2020년 08월,2020년 8월,29034,69976499,2076587
중문동,2020년 09월,2020년 9월,25933,59276999,1759683
중문동,2020년 10월,2020년 10월,24234,58051000,1723223
중문동,2020년 11월,2020년 11월,21394,55698700,1654656
중문동,2020년 12월,2020년 12월,20924,55735800,1661093
중문동,2021년 01월,2021년 1월,20185,54313151,1618291
중문동,2021년 02월,2021년 2월,19162,54608900,1627731
중문동,2021년 03월,2021년 3월,22121,60028350,1793631
중문동,2021년 04월,2021년 4월,23495,61827300,1849039
중문동,2021년 05월,2021년 5월,27174,68885700,2060037
중문동,2021년 06월,2021년 6월,28002,66140250,1977456
중앙동,2018년 01월,2018년 1월,11009,52602100,1574992
중앙동,2018년 02월,2018년 2월,9977,45550200,1363391
중앙동,2018년 03월,2018년 3월,11317,51778250,1548907
중앙동,2018년 04월,2018년 4월,11011,48810600,1460431
중앙동,2018년 05월,2018년 5월,11420,45195100,1353006
중앙동,2018년 06월,2018년 6월,11843,45387950,1358697
중앙동,2018년 07월,2018년 7월,13182,49115250,1470169
중앙동,2018년 08월,2018년 8월,12462,45654250,1366554
중앙동,2018년 09월,2018년 9월,11454,42530750,1266022
중앙동,2018년 10월,2018년 10월,11615,44238500,1314755
중앙동,2018년 11월,2018년 11월,10724,43884250,1303386
중앙동,2018년 12월,2018년 12월,10472,46756350,1393606
중앙동,2019년 01월,2019년 1월,9438,42683800,1265316
중앙동,2019년 02월,2019년 2월,6639,30231600,897981
중앙동,2019년 03월,2019년 3월,4201,21994900,658844
중앙동,2019년 04월,2019년 4월,3892,19401000,581091
중앙동,2019년 05월,2019년 5월,8712,35140600,1044702
중앙동,2019년 06월,2019년 6월,9129,32611450,963536
중앙동,2019년 07월,2019년 7월,14032,58491700,1736396
중앙동,2019년 08월,2019년 8월,14570,60424950,1789290
중앙동,2019년 09월,2019년 9월,13635,57634900,1708760
중앙동,2019년 10월,2019년 10월,13141,53181250,1575818
중앙동,2019년 11월,2019년 11월,12922,54153800,1605622
중앙동,2019년 12월,2019년 12월,13023,59806750,1775734
중앙동,2020년 01월,2020년 1월,12394,58053400,1723085
중앙동,2020년 02월,2020년 2월,11448,50037600,1481874
중앙동,2020년 03월,2020년 3월,12066,51396000,1521022
중앙동,2020년 04월,2020년 4월,11299,47551400,1409186
중앙동,2020년 05월,2020년 5월,12371,49194500,1457515
중앙동,2020년 06월,2020년 6월,11374,43100800,1279816
중앙동,2020년 07월,2020년 7월,10211,40851800,1223045
중앙동,2020년 08월,2020년 8월,12742,48010450,1437127
중앙동,2020년 09월,2020년 9월,12082,44658750,1336982
중앙동,2020년 10월,2020년 10월,12985,41457850,1241133
중앙동,2020년 11월,2020년 11월,15675,43013250,1287904
중앙동,2020년 12월,2020년 12월,13191,43377950,1298834
중앙동,2021년 01월,2021년 1월,9002,39760550,1190533
중앙동,2021년 02월,2021년 2월,8775,41363750,1238747
중앙동,2021년 03월,2021년 3월,9755,45449200,1361043
중앙동,2021년 04월,2021년 4월,9366,43809700,1311944
중앙동,2021년 05월,2021년 5월,9258,39221700,1174348
중앙동,2021년 06월,2021년 6월,10772,41422700,1240018
천지동,2018년 01월,2018년 1월,9070,38935950,1132525
천지동,2018년 02월,2018년 2월,7851,31681900,919488
천지동,2018년 03월,2018년 3월,8660,35449800,1028420
천지동,2018년 04월,2018년 4월,7610,30094800,871948
천지동,2018년 05월,2018년 5월,8093,30358500,887154
천지동,2018년 06월,2018년 6월,8845,30984500,908094
천지동,2018년 07월,2018년 7월,9903,34939200,1023313
천지동,2018년 08월,2018년 8월,9640,31539700,926396
천지동,2018년 09월,2018년 9월,9228,29821150,875097
천지동,2018년 10월,2018년 10월,8591,29502550,864028
천지동,2018년 11월,2018년 11월,8364,30431850,890351
천지동,2018년 12월,2018년 12월,8342,33451950,998262
천지동,2019년 01월,2019년 1월,5949,23783950,712032
천지동,2019년 02월,2019년 2월,3436,12016050,359641
천지동,2019년 03월,2019년 3월,2107,8607950,257709
천지동,2019년 04월,2019년 4월,1846,6741500,201790
천지동,2019년 05월,2019년 5월,6693,23980550,717764
천지동,2019년 06월,2019년 6월,8803,31186600,933393
천지동,2019년 07월,2019년 7월,11983,40244150,1204332
천지동,2019년 08월,2019년 8월,12011,39771150,1190117
천지동,2019년 09월,2019년 9월,11572,38101350,1140119
천지동,2019년 10월,2019년 10월,11085,36603200,1095323
천지동,2019년 11월,2019년 11월,10840,38178700,1142666
천지동,2019년 12월,2019년 12월,10425,40600150,1215363
천지동,2020년 01월,2020년 1월,10239,41595800,1245347
천지동,2020년 02월,2020년 2월,9974,38546400,1153935
천지동,2020년 03월,2020년 3월,10464,38935750,1165470
천지동,2020년 04월,2020년 4월,10139,35160350,1052297
천지동,2020년 05월,2020년 5월,11394,39646300,1186545
천지동,2020년 06월,2020년 6월,11091,37713450,1128654
천지동,2020년 07월,2020년 7월,4459,12355100,369551
천지동,2020년 08월,2020년 8월,11970,35774650,1070233
천지동,2020년 09월,2020년 9월,11205,33188300,992848
천지동,2020년 10월,2020년 10월,9768,30162250,902406
천지동,2020년 11월,2020년 11월,9120,31433750,940755
천지동,2020년 12월,2020년 12월,9023,29137100,871889
천지동,2021년 01월,2021년 1월,8490,27231750,814847
천지동,2021년 02월,2021년 2월,8281,28012700,838333
천지동,2021년 03월,2021년 3월,9317,32971750,986826
천지동,2021년 04월,2021년 4월,9390,31792150,951486
천지동,2021년 05월,2021년 5월,8464,27860850,833720
천지동,2021년 06월,2021년 6월,10680,31676600,947646
표선면,2018년 01월,2018년 1월,3191,12716050,380699
표선면,2018년 02월,2018년 2월,2856,12179050,364660
표선면,2018년 03월,2018년 3월,3439,14019100,419710
표선면,2018년 04월,2018년 4월,3368,12664250,379094
표선면,2018년 05월,2018년 5월,3804,13883650,415543
표선면,2018년 06월,2018년 6월,3327,11408250,341431
표선면,2018년 07월,2018년 7월,3811,14408100,431268
표선면,2018년 08월,2018년 8월,4018,14854050,444621
표선면,2018년 09월,2018년 9월,3176,11215400,335666
표선면,2018년 10월,2018년 10월,3314,11938300,357318
표선면,2018년 11월,2018년 11월,3763,14475350,433346
표선면,2018년 12월,2018년 12월,3308,14665050,439157
표선면,2019년 01월,2019년 1월,4100,20991050,628725
표선면,2019년 02월,2019년 2월,2853,14571100,436437
표선면,2019년 03월,2019년 3월,3510,18216400,545623
표선면,2019년 04월,2019년 4월,4157,20965700,627930
표선면,2019년 05월,2019년 5월,5625,28076437,819588
표선면,2019년 06월,2019년 6월,6005,28636832,841699
표선면,2019년 07월,2019년 7월,6921,31228127,905240
표선면,2019년 08월,2019년 8월,6502,30137218,890482
표선면,2019년 09월,2019년 9월,5349,24986098,726409
표선면,2019년 10월,2019년 10월,5447,25509020,760932
표선면,2019년 11월,2019년 11월,4955,26473950,793010
표선면,2019년 12월,2019년 12월,4708,25286650,757445
표선면,2020년 01월,2020년 1월,4422,24304300,728048
표선면,2020년 02월,2020년 2월,4703,22631468,674260
표선면,2020년 03월,2020년 3월,5875,24271100,726692
표선면,2020년 04월,2020년 4월,6189,24914300,745909
표선면,2020년 05월,2020년 5월,7464,30647673,1331138
표선면,2020년 06월,2020년 6월,7988,40698877,4194745
표선면,2020년 07월,2020년 7월,8335,49662971,7430120
표선면,2020년 08월,2020년 8월,9059,37489864,1562666
표선면,2020년 09월,2020년 9월,9008,33151850,992336
표선면,2020년 10월,2020년 10월,7582,32658650,977911
표선면,2020년 11월,2020년 11월,7083,34208100,1024517
표선면,2020년 12월,2020년 12월,7193,29948950,896677
표선면,2021년 01월,2021년 1월,6140,27386150,820089
표선면,2021년 02월,2021년 2월,6627,28420550,850965
표선면,2021년 03월,2021년 3월,7606,34260000,1025924
표선면,2021년 04월,2021년 4월,8366,38444700,1151341
표선면,2021년 05월,2021년 5월,8786,36223050,1084556
표선면,2021년 06월,2021년 6월,10751,42453750,1271419
한경면,2019년 11월,2019년 11월,238,877750,26283
한경면,2019년 12월,2019년 12월,1189,3832350,114706
한경면,2020년 01월,2020년 1월,2855,11322700,338989
한경면,2020년 02월,2020년 2월,3101,11589200,346952
한경면,2020년 03월,2020년 3월,3932,14581450,436546
한경면,2020년 04월,2020년 4월,4181,14346100,429403
한경면,2020년 05월,2020년 5월,5304,18264400,546681
한경면,2020년 06월,2020년 6월,5109,17065400,510736
한경면,2020년 07월,2020년 7월,6792,22484050,672876
한경면,2020년 08월,2020년 8월,7621,26330500,788076
한경면,2020년 09월,2020년 9월,6262,19161200,573336
한경면,2020년 10월,2020년 10월,6217,18672150,558640
한경면,2020년 11월,2020년 11월,5719,19279000,576986
한경면,2020년 12월,2020년 12월,5476,18862000,564545
한경면,2021년 01월,2021년 1월,5111,17767250,531778
한경면,2021년 02월,2021년 2월,4975,17276700,517079
한경면,2021년 03월,2021년 3월,5727,21007400,628842
한경면,2021년 04월,2021년 4월,6147,22908150,685772
한경면,2021년 05월,2021년 5월,7625,26927600,806001
한경면,2021년 06월,2021년 6월,8031,27060150,809898
한림읍,2019년 11월,2019년 11월,620,2279550,68273
한림읍,2019년 12월,2019년 12월,8178,31493650,942906
한림읍,2020년 01월,2020년 1월,13042,49632850,1485891
한림읍,2020년 02월,2020년 2월,12264,46197050,1382985
한림읍,2020년 03월,2020년 3월,14316,52561750,1573349
한림읍,2020년 04월,2020년 4월,14513,52242650,1563718
한림읍,2020년 05월,2020년 5월,17614,61167800,1830830
한림읍,2020년 06월,2020년 6월,17365,55895800,1672689
한림읍,2020년 07월,2020년 7월,23417,74343450,2224643
한림읍,2020년 08월,2020년 8월,24943,80336450,2404262
한림읍,2020년 09월,2020년 9월,21807,70032800,2095806
한림읍,2020년 10월,2020년 10월,21947,73234800,2191865
한림읍,2020년 11월,2020년 11월,19990,70548650,2111648
한림읍,2020년 12월,2020년 12월,19001,65998800,1975370
한림읍,2021년 01월,2021년 1월,18369,60314250,1805028
한림읍,2021년 02월,2021년 2월,17384,60052534,1797415
한림읍,2021년 03월,2021년 3월,19901,69780550,2088688
한림읍,2021년 04월,2021년 4월,20950,73755600,2207704
한림읍,2021년 05월,2021년 5월,24046,79295550,2373113
한림읍,2021년 06월,2021년 6월,25653,82746990,2476292
화북동,2018년 01월,2018년 1월,51690,114334400,3417187
화북동,2018년 02월,2018년 2월,47688,105830050,3163011
화북동,2018년 03월,2018년 3월,53401,114024100,3407381
화북동,2018년 04월,2018년 4월,52710,105834250,3161983
화북동,2018년 05월,2018년 5월,58072,107752200,3218151
화북동,2018년 06월,2018년 6월,62458,114111850,3407792
화북동,2018년 07월,2018년 7월,76276,142231050,4247799
화북동,2018년 08월,2018년 8월,72639,130959050,3910722
화북동,2018년 09월,2018년 9월,66343,112172300,3348645
화북동,2018년 10월,2018년 10월,59991,103716450,3096577
화북동,2018년 11월,2018년 11월,55212,104840400,3131381
화북동,2018년 12월,2018년 12월,54869,116152300,3470923
화북동,2019년 01월,2019년 1월,52878,110709600,3308094
화북동,2019년 02월,2019년 2월,50778,108215250,3233761
화북동,2019년 03월,2019년 3월,52028,105681200,3157552
화북동,2019년 04월,2019년 4월,51843,98866950,2953172
화북동,2019년 05월,2019년 5월,60377,109625250,3273807
화북동,2019년 06월,2019년 6월,66830,116664200,3483234
화북동,2019년 07월,2019년 7월,74129,134815950,4025948
화북동,2019년 08월,2019년 8월,75355,130354050,3891885
화북동,2019년 09월,2019년 9월,68654,117706750,3514191
화북동,2019년 10월,2019년 10월,62491,101150900,3018939
화북동,2019년 11월,2019년 11월,59138,104822800,3129891
화북동,2019년 12월,2019년 12월,57709,113107650,3378836
화북동,2020년 01월,2020년 1월,58976,119860500,3581188
화북동,2020년 02월,2020년 2월,57567,114810400,3429921
화북동,2020년 03월,2020년 3월,62259,119211150,3560755
화북동,2020년 04월,2020년 4월,58277,105266900,3143589
화북동,2020년 05월,2020년 5월,67119,117300450,3502309
화북동,2020년 06월,2020년 6월,64976,116089950,3462718
화북동,2020년 07월,2020년 7월,75061,127929850,3819305
화북동,2020년 08월,2020년 8월,73520,126103400,3764741
화북동,2020년 09월,2020년 9월,62448,100829150,3009268
화북동,2020년 10월,2020년 10월,62294,101544850,3030874
화북동,2020년 11월,2020년 11월,56011,98963800,2954967
화북동,2020년 12월,2020년 12월,57705,110165700,3290603
화북동,2021년 01월,2021년 1월,55138,106196950,3172108
화북동,2021년 02월,2021년 2월,40817,79066250,2361878
화북동,2021년 03월,2021년 3월,53509,101663700,3036567
화북동,2021년 04월,2021년 4월,55664,99636900,2975351
화북동,2021년 05월,2021년 5월,62978,109316800,3263926
화북동,2021년 06월,2021년 6월,66088,110750050,3306029
효돈동,2018년 01월,2018년 1월,4671,19263950,570534
효돈동,2018년 02월,2018년 2월,5041,19280850,571825
효돈동,2018년 03월,2018년 3월,3529,14384750,425696
효돈동,2018년 04월,2018년 4월,2242,8599500,253029
효돈동,2018년 05월,2018년 5월,3203,11165100,332352
효돈동,2018년 06월,2018년 6월,3889,12232450,359945
효돈동,2018년 07월,2018년 7월,4830,14879900,431982
효돈동,2018년 08월,2018년 8월,4851,14908750,428170
효돈동,2018년 09월,2018년 9월,4998,15811400,452995
효돈동,2018년 10월,2018년 10월,4290,14719850,425001
효돈동,2018년 11월,2018년 11월,3981,14706700,417444
효돈동,2018년 12월,2018년 12월,3907,14628550,417985
효돈동,2019년 01월,2019년 1월,3237,12324350,356997
효돈동,2019년 02월,2019년 2월,3154,11880900,341941
효돈동,2019년 03월,2019년 3월,3297,11991150,345706
효돈동,2019년 04월,2019년 4월,3609,12001650,346940
효돈동,2019년 05월,2019년 5월,4272,14026200,402079
효돈동,2019년 06월,2019년 6월,1607,4684100,139256
효돈동,2019년 07월,2019년 7월,1107,3888150,116382
효돈동,2019년 08월,2019년 8월,1207,4501400,134745
효돈동,2019년 09월,2019년 9월,1155,3830650,114632
효돈동,2019년 10월,2019년 10월,1115,3985050,119272
효돈동,2019년 11월,2019년 11월,1078,3928600,117585
효돈동,2019년 12월,2019년 12월,1019,4291900,128487
효돈동,2020년 01월,2020년 1월,824,3431850,102741
효돈동,2020년 02월,2020년 2월,968,3685450,110325
효돈동,2020년 03월,2020년 3월,999,3641900,109007
효돈동,2020년 04월,2020년 4월,968,3389450,101449
효돈동,2020년 05월,2020년 5월,1037,3591550,107497
효돈동,2020년 06월,2020년 6월,1085,3550000,106235
효돈동,2020년 07월,2020년 7월,2913,9383500,280795
효돈동,2020년 08월,2020년 8월,10018,30956250,926141
효돈동,2020년 09월,2020년 9월,9103,27372150,818933
효돈동,2020년 10월,2020년 10월,8106,25263300,755849
효돈동,2020년 11월,2020년 11월,7855,27011600,808381
효돈동,2020년 12월,2020년 12월,7493,26823800,802868
효돈동,2021년 01월,2021년 1월,7053,26069950,780322
효돈동,2021년 02월,2021년 2월,6795,26128400,782163
효돈동,2021년 03월,2021년 3월,7492,26845400,803505
효돈동,2021년 04월,2021년 4월,7399,25200200,754194
효돈동,2021년 05월,2021년 5월,6682,21724850,650080
효돈동,2021년 06월,2021년 6월,8720,27554100,824457
